chr	rs	ps	n_mis	n_obs	allele1	allele0	af	beta	se	p_wald	p_lrt	p_score
0	cM20	75	0	2500	2	1	0.340	8.025370e-02	2.946402e-02	6.498744e-03	6.472020e-03	6.556791e-03
0	cM26	75	0	2500	2	1	0.020	-1.757293e-01	9.978148e-02	7.833685e-02	7.818773e-02	7.840253e-02
0	cM36	75	0	2500	2	1	0.400	3.513826e-01	2.765291e-02	6.818493e-36	6.302428e-36	6.675233e-34
0	nM140	75	0	2500	2	1	0.140	8.234562e-02	4.025044e-02	4.087749e-02	4.077668e-02	4.096559e-02
0	nM232	75	0	2500	2	1	0.060	3.285391e-01	5.849011e-02	2.158067e-08	2.123477e-08	2.603080e-08
0	nM305	75	0	2500	2	1	0.060	1.413490e-01	5.879034e-02	1.627635e-02	1.622293e-02	1.635719e-02
0	nP68	78	0	2500	2	1	0.010	-1.382664e+00	1.977612e-01	3.474902e-12	3.390132e-12	5.450341e-12
0	nP144	78	0	2500	2	1	0.050	1.063602e+00	7.455894e-02	1.911686e-44	1.732779e-44	2.254771e-41
0	nP106	80	0	2500	2	1	0.090	4.733857e-01	5.782863e-02	4.254783e-16	4.114357e-16	9.850048e-16
0	nP170	80	0	2500	2	1	0.020	5.591557e-01	1.422238e-01	8.670627e-05	8.600165e-05	9.056319e-05
0	nP263	80	0	2500	2	1	0.080	1.006022e+00	5.692202e-02	5.863330e-66	5.059342e-66	3.089481e-59
0	nP282	80	0	2500	2	1	0.150	-7.775111e-01	5.370459e-02	1.126281e-45	1.018009e-45	1.979916e-42
0	nP293	80	0	2500	2	1	0.080	-1.124979e+00	5.602354e-02	2.879595e-83	2.388272e-83	1.034676e-72
0	nP369	80	0	2500	2	1	0.050	8.770221e-01	7.552472e-02	2.120702e-30	1.984950e-30	5.503358e-29
0	nP474	80	0	2500	2	1	0.020	-1.606672e+00	1.389942e-01	3.818994e-30	3.576617e-30	9.366325e-29
0	nP504	80	0	2500	2	1	0.020	6.703530e-01	9.893843e-02	1.541279e-11	1.505878e-11	2.293075e-11
0	nM19	80	0	2500	2	1	0.060	-1.133564e-01	5.881461e-02	5.404908e-02	5.392894e-02	5.413145e-02
0	cP22	83	0	2500	2	1	0.150	8.952630e-01	3.762865e-02	5.975174e-113	4.630555e-113	3.815531e-94
0	nP20	83	0	2500	2	1	0.070	-8.779207e-01	5.992819e-02	1.107348e-46	9.985922e-47	2.719858e-43
0	nP59	83	0	2500	2	1	0.140	-1.060378e+00	3.867766e-02	6.820021e-145	4.913577e-145	4.179477e-115
0	nP95	83	0	2500	2	1	0.120	-1.205068e+00	4.475643e-02	2.039225e-140	1.484266e-140	2.735736e-112
0	nP236	83	0	2500	2	1	0.030	4.085507e-01	1.174325e-01	5.118540e-04	5.085474e-04	5.253391e-04
0	nP436	83	0	2500	2	1	0.010	-1.540325e+00	1.972943e-01	8.528922e-15	8.271835e-15	1.711689e-14
0	nP448	83	0	2500	2	1	0.010	1.459632e+00	1.975397e-01	2.005670e-13	1.951267e-13	3.512829e-13
0	nP468	83	0	2500	2	1	0.220	7.837575e-01	3.367406e-02	1.291740e-108	1.011018e-108	3.871806e-91
0	nP590	83	0	2500	2	1	0.010	-1.391643e-01	1.996674e-01	4.858800e-01	4.856617e-01	4.857478e-01
0	nM77	83	0	2500	2	1	0.020	-8.338249e-03	9.984327e-02	9.334500e-01	9.334168e-01	9.334235e-01
0	nP114	86	0	2500	2	1	0.020	1.097586e+00	9.739837e-02	9.113379e-29	8.561882e-29	1.661778e-27
0	nP301	86	0	2500	2	1	0.240	6.626097e-01	3.605508e-02	7.523801e-71	6.419870e-71	4.017028e-63
0	nP517	86	0	2500	2	1	0.010	2.528441e-01	1.996227e-01	2.054129e-01	2.051862e-01	2.053771e-01
0	nP529	86	0	2500	2	1	0.050	-1.001931e+00	7.490013e-02	1.820518e-39	1.669039e-39	4.741334e-37
0	nP88	88	0	2500	2	1	0.020	1.067987e-01	1.426471e-01	4.541138e-01	4.538880e-01	4.539838e-01
0	nP402	88	0	2500	2	1	0.130	-1.115720e+00	4.146627e-02	2.991873e-140	2.178486e-140	3.487774e-112
0	nP69	89	0	2500	2	1	0.010	1.340706e+00	1.978769e-01	1.541279e-11	1.505878e-11	2.293075e-11
0	nP145	89	0	2500	2	1	0.010	-1.449068e+00	1.975708e-01	2.994088e-13	2.914022e-13	5.159592e-13
0	cP5	100	0	2500	2	1	0.010	2.195172e+00	1.947967e-01	9.113379e-29	8.561882e-29	1.661778e-27
0	cP9	100	0	2500	2	1	0.030	1.515459e+00	1.137446e-01	3.561114e-39	3.266982e-39	8.534795e-37
0	cP13	100	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
0	cP16	100	0	2500	2	1	0.090	1.398686e+00	5.816246e-02	4.074464e-115	3.141982e-115	1.242460e-95
0	cP23	100	0	2500	2	1	0.010	1.435164e+00	1.976115e-01	5.050700e-13	4.918164e-13	8.524347e-13
0	cP28	100	0	2500	2	1	0.170	8.419467e-01	3.393868e-02	1.234751e-121	9.380942e-122	4.771161e-100
0	cP33	100	0	2500	2	1	0.010	-1.206557e+00	1.982222e-01	1.328650e-09	1.303807e-09	1.721341e-09
0	cP36	100	0	2500	2	1	0.070	1.663607e+00	7.337117e-02	1.176481e-103	9.313035e-104	1.196115e-87
0	cP38	100	0	2500	2	1	0.090	1.860767e+00	6.252152e-02	7.304581e-167	5.005575e-167	2.131121e-128
0	cP42	100	0	2500	2	1	0.140	-1.160623e+00	4.728772e-02	2.345425e-119	1.791219e-119	1.629677e-98
0	nP2	100	0	2500	2	1	0.260	5.431778e-01	4.025176e-02	4.136718e-40	3.786939e-40	1.297149e-37
0	nP7	100	0	2500	2	1	0.010	-1.579864e+00	1.971691e-01	1.704317e-15	1.650323e-15	3.687127e-15
0	nP9	100	0	2500	2	1	0.220	-8.367749e-01	3.047580e-02	2.854464e-145	2.054764e-145	2.425818e-115
0	nP14	100	0	2500	2	1	0.010	1.661021e+00	1.969019e-01	5.486196e-17	5.294421e-17	1.410899e-16
0	nP21	100	0	2500	2	1	0.030	1.493286e+00	1.138619e-01	4.747349e-38	4.366455e-38	8.300646e-36
0	nP26	100	0	2500	2	1	0.010	1.310968e+00	1.979566e-01	4.308869e-11	4.214146e-11	6.192997e-11
0	nP29	100	0	2500	2	1	0.070	9.439868e-01	5.952481e-02	4.853471e-54	4.303733e-54	1.682355e-49
0	nP34	100	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
0	nP40	100	0	2500	2	1	0.020	1.001506e+00	1.412489e-01	1.733847e-12	1.690396e-12	2.790548e-12
0	nP44	100	0	2500	2	1	0.210	-8.909207e-01	3.269487e-02	2.262306e-143	1.635573e-143	3.747167e-114
0	nP49	100	0	2500	2	1	0.020	1.622565e+00	1.389203e-01	1.001303e-30	9.365099e-31	2.794495e-29
0	nP52	100	0	2500	2	1	0.080	9.307493e-01	6.430047e-02	1.165519e-45	1.053510e-45	2.038904e-42
0	nP60	100	0	2500	2	1	0.060	-1.242523e+00	6.891825e-02	2.079912e-68	1.784678e-68	3.433109e-61
0	nP70	100	0	2500	2	1	0.020	1.112251e+00	1.409168e-01	4.377354e-15	4.242619e-15	9.058337e-15
0	nP73	100	0	2500	2	1	0.050	1.352014e+00	7.266453e-02	1.808626e-72	1.537549e-72	2.144948e-64
0	nP76	100	0	2500	2	1	0.010	6.547768e-01	1.992566e-01	1.029907e-03	1.023925e-03	1.051103e-03
0	nP80	100	0	2500	2	1	0.090	1.057466e+00	5.464621e-02	7.532706e-78	6.325363e-78	1.415521e-68
0	nP89	100	0	2500	2	1	0.030	3.789307e-01	1.174722e-01	1.272855e-03	1.265712e-03	1.297016e-03
0	nP96	100	0	2500	2	1	0.010	7.453241e-01	1.991292e-01	1.859987e-04	1.846208e-04	1.927057e-04
0	nP101	100	0	2500	2	1	0.010	1.435164e+00	1.976115e-01	5.050700e-13	4.918164e-13	8.524347e-13
0	nP107	100	0	2500	2	1	0.120	7.269543e-01	4.871268e-02	2.632904e-48	2.365515e-48	1.124759e-44
0	nP115	100	0	2500	2	1	0.030	2.959562e-01	8.984579e-02	1.001347e-03	9.955040e-04	1.022172e-03
0	nP119	100	0	2500	2	1	0.050	5.423741e-01	9.255317e-02	5.233884e-09	5.142896e-09	6.537130e-09
0	nP124	100	0	2500	2	1	0.040	-1.473251e+00	9.874187e-02	2.747200e-48	2.468308e-48	1.166112e-44
0	nP128	100	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
0	nP130	100	0	2500	2	1	0.080	-1.389236e+00	6.089939e-02	8.671870e-105	6.846916e-105	1.888344e-88
0	nP132	100	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
0	nP135	100	0	2500	2	1	0.030	1.400127e+00	1.143348e-01	1.585298e-33	1.473259e-33	8.530698e-32
0	nP146	100	0	2500	2	1	0.050	1.854270e-01	9.311330e-02	4.654426e-02	4.643475e-02	4.663034e-02
0	nP149	100	0	2500	2	1	0.020	7.913682e-01	1.417818e-01	2.640371e-08	2.598561e-08	3.169844e-08
0	nP154	100	0	2500	2	1	0.030	1.867587e+00	1.116286e-01	1.229816e-59	1.076644e-59	4.036331e-54
0	nP158	100	0	2500	2	1	0.010	1.321683e+00	1.979281e-01	2.982862e-11	2.916237e-11	4.339686e-11
0	nP160	100	0	2500	2	1	0.030	3.387871e-01	1.175213e-01	3.975623e-03	3.957489e-03	4.021536e-03
0	nP163	100	0	2500	2	1	0.010	-1.542197e+00	1.972884e-01	7.910120e-15	7.671115e-15	1.592950e-14
0	nP165	100	0	2500	2	1	0.020	-1.286838e+00	1.403206e-01	9.547538e-20	9.156159e-20	3.536580e-19
0	nP171	100	0	2500	2	1	0.020	-1.382039e+00	1.399577e-01	1.381123e-22	1.315968e-22	7.912549e-22
0	nP176	100	0	2500	2	1	0.010	1.395828e+00	1.977242e-01	2.157054e-12	2.103448e-12	3.443408e-12
0	nP180	100	0	2500	2	1	0.160	-9.119216e-01	3.922516e-02	2.143046e-108	1.678161e-108	5.514141e-91
0	nP185	100	0	2500	2	1	0.310	8.154761e-01	2.771508e-02	1.225124e-163	8.457266e-164	1.683049e-126
0	nP189	100	0	2500	2	1	0.030	1.606341e+00	1.132442e-01	5.541762e-44	5.028442e-44	5.640763e-41
0	nP194	100	0	2500	2	1	0.020	3.273884e-01	9.962830e-02	1.029907e-03	1.023925e-03	1.051103e-03
0	nP199	100	0	2500	2	1	0.030	-1.603081e+00	1.132627e-01	8.349939e-44	7.579590e-44	8.033265e-41
0	nP201	100	0	2500	2	1	0.150	1.136261e+00	4.302875e-02	9.675165e-136	7.117693e-136	2.629945e-109
0	nP204	100	0	2500	2	1	0.090	1.102156e+00	6.066084e-02	2.191335e-69	1.876086e-69	5.761851e-62
0	nP209	100	0	2500	2	1	0.040	1.216252e+00	1.001332e-01	5.021944e-33	4.672369e-33	2.393123e-31
0	nP213	100	0	2500	2	1	0.020	5.591557e-01	1.422238e-01	8.670627e-05	8.600165e-05	9.056319e-05
0	nP218	100	0	2500	2	1	0.010	-1.314826e+00	1.979464e-01	3.775700e-11	3.692220e-11	5.450346e-11
0	nP223	100	0	2500	2	1	0.020	5.802410e-02	1.426584e-01	6.842379e-01	6.840884e-01	6.841282e-01
0	nP225	100	0	2500	2	1	0.010	1.373910e+00	1.977857e-01	4.759576e-12	4.644900e-12	7.380480e-12
0	nP230	100	0	2500	2	1	0.010	1.717518e+00	1.967077e-01	4.518552e-18	4.349869e-18	1.331882e-17
0	nP237	100	0	2500	2	1	0.010	2.528441e-01	1.996227e-01	2.054129e-01	2.051862e-01	2.053771e-01
0	nP241	100	0	2500	2	1	0.150	-9.757444e-01	3.905221e-02	3.541818e-123	2.681411e-123	4.433379e-101
0	nP245	100	0	2500	2	1	0.020	1.480809e+00	1.395527e-01	9.270506e-26	8.769487e-26	9.289076e-25
0	nP249	100	0	2500	2	1	0.020	-1.179608e+00	1.406973e-01	8.426972e-17	8.135844e-17	2.118890e-16
0	nP253	100	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
0	nP258	100	0	2500	2	1	0.030	-1.588608e+00	1.133443e-01	5.092412e-43	4.630906e-43	3.830645e-40
0	nP264	100	0	2500	2	1	0.090	1.141992e+00	6.036515e-02	1.057129e-74	8.941068e-75	3.866411e-66
0	nP270	100	0	2500	2	1	0.270	1.489258e-01	4.364402e-02	6.544627e-04	6.503850e-04	6.703218e-04
0	nP275	100	0	2500	2	1	0.010	1.310778e+00	1.979571e-01	4.336915e-11	4.241602e-11	6.231979e-11
0	nP277	100	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
0	nP283	100	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
0	nP288	100	0	2500	2	1	0.060	1.616535e+00	7.971762e-02	9.229155e-85	7.628342e-85	7.704973e-74
0	nP294	100	0	2500	2	1	0.310	-4.787727e-01	3.070141e-02	2.161121e-52	1.923580e-52	4.014021e-48
0	nP302	100	0	2500	2	1	0.030	1.784701e+00	1.121701e-01	2.286629e-54	2.026113e-54	8.988550e-50
0	nP307	100	0	2500	2	1	0.010	-1.104512e+00	1.984602e-01	2.894254e-08	2.848678e-08	3.467252e-08
0	nP311	100	0	2500	2	1	0.090	-1.283283e+00	5.921801e-02	1.443387e-95	1.163910e-95	7.726165e-82
0	nP316	100	0	2500	2	1	0.110	-3.787335e-01	5.521670e-02	8.707988e-12	8.503219e-12	1.321539e-11
0	nP320	100	0	2500	2	1	0.190	9.794948e-01	3.755147e-02	7.505167e-133	5.557834e-133	1.924953e-107
0	nP323	100	0	2500	2	1	0.140	8.662442e-01	4.313890e-02	2.885220e-83	2.392942e-83	1.036205e-72
0	nP327	100	0	2500	2	1	0.270	-7.470508e-01	3.133582e-02	2.345411e-113	1.815927e-113	2.004290e-94
0	nP329	100	0	2500	2	1	0.010	8.508717e-01	1.989598e-01	1.969003e-05	1.950242e-05	2.094333e-05
0	nP334	100	0	2500	2	1	0.230	-8.398617e-01	3.038048e-02	5.373359e-147	3.852778e-147	2.044662e-116
0	nP336	100	0	2500	2	1	0.090	1.073718e+00	5.451920e-02	2.217345e-80	1.851199e-80	1.619854e-70
0	nP340	100	0	2500	2	1	0.090	1.429857e+00	6.690725e-02	3.371792e-93	2.733691e-93	4.146011e-80
0	nP343	100	0	2500	2	1	0.140	8.985806e-01	4.028455e-02	1.163273e-100	9.271739e-101	1.628779e-85
0	nP347	100	0	2500	2	1	0.200	1.025118e+00	3.474966e-02	2.294185e-164	1.581096e-164	6.257602e-127
0	nP352	100	0	2500	2	1	0.120	-1.046873e+00	4.632226e-02	4.742854e-103	3.759647e-103	3.217766e-87
0	nP355	100	0	2500	2	1	0.030	8.030962e-01	1.166148e-01	7.196337e-12	7.025800e-12	1.099514e-11
0	nP360	100	0	2500	2	1	0.070	1.193406e+00	6.559224e-02	1.461208e-69	1.250492e-69	4.180651e-62
0	nP364	100	0	2500	2	1	0.010	1.310778e+00	1.979571e-01	4.336915e-11	4.241602e-11	6.231979e-11
0	nP370	100	0	2500	2	1	0.020	5.382483e-02	1.426591e-01	7.059851e-01	7.058448e-01	7.058809e-01
0	nP373	100	0	2500	2	1	0.260	-6.510595e-01	3.214705e-02	1.445565e-84	1.195362e-84	1.080403e-73
0	nP376	100	0	2500	2	1	0.100	-1.273124e+00	5.106454e-02	1.042682e-122	7.902308e-123	9.118968e-101
0	nP380	100	0	2500	2	1	0.420	-3.525914e-01	3.016440e-02	9.040304e-31	8.454460e-31	2.548288e-29
0	nP384	100	0	2500	2	1	0.060	2.266369e-01	7.312457e-02	1.961221e-03	1.951000e-03	1.992467e-03
0	nP387	100	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
0	nP392	100	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
0	nP394	100	0	2500	2	1	0.180	-9.426778e-01	3.428560e-02	1.283259e-145	9.230127e-146	1.473072e-115
0	nP403	100	0	2500	2	1	0.010	-1.382664e+00	1.977612e-01	3.474902e-12	3.390132e-12	5.450341e-12
0	nP407	100	0	2500	2	1	0.150	1.041930e+00	3.836165e-02	1.463139e-142	1.059760e-142	1.211460e-113
0	nP409	100	0	2500	2	1	0.040	-9.446716e-01	8.076239e-02	8.273754e-31	7.736904e-31	2.352476e-29
0	nP413	100	0	2500	2	1	0.050	1.354390e+00	8.916005e-02	6.475874e-50	5.796826e-50	4.870894e-46
0	nP418	100	0	2500	2	1	0.080	-1.138075e+00	5.591755e-02	2.511665e-85	2.073331e-85	2.893906e-74
0	nP421	100	0	2500	2	1	0.010	7.453241e-01	1.991292e-01	1.859987e-04	1.846208e-04	1.927057e-04
0	nP425	100	0	2500	2	1	0.150	8.719279e-01	4.889419e-02	4.724431e-67	4.066421e-67	4.125921e-60
0	nP430	100	0	2500	2	1	0.010	6.547768e-01	1.992566e-01	1.029907e-03	1.023925e-03	1.051103e-03
0	nP437	100	0	2500	2	1	0.130	9.925570e-01	4.270128e-02	2.322017e-108	1.818453e-108	5.832007e-91
0	nP442	100	0	2500	2	1	0.080	-1.137937e+00	5.591867e-02	2.641141e-85	2.180319e-85	3.005357e-74
0	nP449	100	0	2500	2	1	0.120	3.313825e-01	5.040356e-02	5.919616e-11	5.791285e-11	8.420453e-11
0	nP453	100	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
0	nP455	100	0	2500	2	1	0.010	-1.548026e+00	1.972701e-01	6.252971e-15	6.062634e-15	1.272841e-14
0	nP457	100	0	2500	2	1	0.190	-8.930860e-01	3.459051e-02	1.712074e-130	1.274693e-130	6.577960e-106
0	nP462	100	0	2500	2	1	0.010	-1.548026e+00	1.972701e-01	6.252971e-15	6.062634e-15	1.272841e-14
0	nP469	100	0	2500	2	1	0.010	1.340706e+00	1.978769e-01	1.541279e-11	1.505878e-11	2.293075e-11
0	nP475	100	0	2500	2	1	0.020	1.460732e+00	1.396374e-01	4.275983e-25	4.051021e-25	3.787987e-24
0	nP478	100	0	2500	2	1	0.010	1.435164e+00	1.976115e-01	5.050700e-13	4.918164e-13	8.524347e-13
0	nP482	100	0	2500	2	1	0.020	-1.550957e+00	1.392473e-01	3.722437e-28	3.502056e-28	5.977841e-27
0	nP487	100	0	2500	2	1	0.010	-1.542197e+00	1.972884e-01	7.910120e-15	7.671115e-15	1.592950e-14
0	nP489	100	0	2500	2	1	0.110	9.446958e-01	5.243129e-02	2.486086e-68	2.133576e-68	3.955824e-61
0	nP494	100	0	2500	2	1	0.170	8.426316e-01	3.393188e-02	7.476211e-122	5.677175e-122	3.408362e-100
0	nP499	100	0	2500	2	1	0.010	-1.449068e+00	1.975708e-01	2.994088e-13	2.914022e-13	5.159592e-13
0	nP505	100	0	2500	2	1	0.020	1.381594e+00	1.399594e-01	1.425609e-22	1.358398e-22	8.148964e-22
0	nP510	100	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
0	nP518	100	0	2500	2	1	0.060	1.051725e+00	8.341586e-02	2.221259e-35	2.055549e-35	1.903624e-33
0	nP522	100	0	2500	2	1	0.090	9.164760e-01	5.083638e-02	2.112800e-68	1.812927e-68	3.476164e-61
0	nP530	100	0	2500	2	1	0.020	1.381594e+00	1.399594e-01	1.425609e-22	1.358398e-22	8.148964e-22
0	nP533	100	0	2500	2	1	0.360	-4.080705e-01	3.188123e-02	2.228889e-36	2.057908e-36	2.479293e-34
0	nP538	100	0	2500	2	1	0.120	-6.823131e-01	5.284019e-02	5.655656e-37	5.214698e-37	7.374485e-35
0	nP543	100	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
0	nP547	100	0	2500	2	1	0.050	-1.676940e+00	8.693733e-02	2.143877e-77	1.802128e-77	3.169802e-68
0	nP549	100	0	2500	2	1	0.090	1.801497e-01	5.848819e-02	2.091806e-03	2.081029e-03	2.124232e-03
0	nP552	100	0	2500	2	1	0.030	1.748177e+00	1.124001e-01	3.894943e-52	3.468857e-52	6.577222e-48
0	nP554	100	0	2500	2	1	0.010	1.466014e+00	1.975208e-01	1.572258e-13	1.529245e-13	2.781336e-13
0	nP557	100	0	2500	2	1	0.100	9.825850e-01	5.357187e-02	1.355281e-70	1.157104e-70	6.388534e-63
0	nP562	100	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
0	nP567	100	0	2500	2	1	0.060	1.523785e+00	8.044562e-02	7.128262e-75	6.026635e-75	2.845587e-66
0	nP571	100	0	2500	2	1	0.050	1.802958e+00	8.592175e-02	3.565602e-90	2.910883e-90	7.003039e-78
0	nP575	100	0	2500	2	1	0.070	4.204147e-01	6.929451e-02	1.500666e-09	1.472782e-09	1.937670e-09
0	nP580	100	0	2500	2	1	0.040	-9.355727e-01	8.080478e-02	3.098177e-30	2.900946e-30	7.752200e-29
0	nP584	100	0	2500	2	1	0.010	-1.542197e+00	1.972884e-01	7.910120e-15	7.671115e-15	1.592950e-14
0	nP591	100	0	2500	2	1	0.010	1.661021e+00	1.969019e-01	5.486196e-17	5.294421e-17	1.410899e-16
0	cM5	100	0	2500	2	1	0.260	-3.360259e-01	3.114999e-02	1.504327e-26	1.420465e-26	1.752644e-25
0	cM7	100	0	2500	2	1	0.380	-3.760750e-02	2.878800e-02	1.915504e-01	1.913283e-01	1.915243e-01
0	cM10	100	0	2500	2	1	0.400	-3.318835e-01	2.774918e-02	4.249744e-32	3.962308e-32	1.624640e-30
0	cM13	100	0	2500	2	1	0.380	-3.059110e-01	2.813987e-02	6.281385e-27	5.926082e-27	7.880725e-26
0	cM16	100	0	2500	1	2	0.240	-3.313216e-01	3.205080e-02	1.480916e-24	1.404731e-24	1.189819e-23
0	cM21	100	0	2500	2	1	0.060	4.170717e-01	5.826377e-02	1.068997e-12	1.041713e-12	1.752380e-12
0	cM27	100	0	2500	2	1	0.080	-2.549248e-01	5.127079e-02	7.071397e-07	6.981643e-07	7.928607e-07
0	cM32	100	0	2500	2	1	0.140	2.789979e-01	3.989551e-02	3.435480e-12	3.351634e-12	5.390756e-12
0	cM37	100	0	2500	2	1	0.020	3.356515e-01	9.961729e-02	7.647301e-04	7.600764e-04	7.822746e-04
0	cM39	100	0	2500	2	1	0.440	-1.873816e-01	2.790895e-02	2.335136e-11	2.282431e-11	3.425354e-11
0	cM41	100	0	2500	1	2	0.460	-4.023449e-01	2.686589e-02	1.272772e-48	1.142688e-48	6.067190e-45
0	cM44	100	0	2500	2	1	0.120	-2.659595e-01	4.268414e-02	5.426569e-10	5.320447e-10	7.211415e-10
0	cM48	100	0	2500	2	1	0.100	-3.000666e-01	4.620517e-02	1.003569e-10	9.823202e-11	1.403658e-10
0	nM3	100	0	2500	2	1	0.060	-1.126927e-02	5.885789e-02	8.481762e-01	8.481012e-01	8.481173e-01
0	nM5	100	0	2500	2	1	0.140	1.323772e-01	4.019698e-02	1.004307e-03	9.984501e-04	1.025171e-03
0	nM8	100	0	2500	2	1	0.240	3.386879e-01	3.201997e-02	1.308737e-25	1.238430e-25	1.275062e-24
0	nM12	100	0	2500	2	1	0.080	-2.517906e-01	5.127699e-02	9.675655e-07	9.555741e-07	1.078718e-06
0	nM20	100	0	2500	2	1	0.020	-1.390053e-01	9.980466e-02	1.638122e-01	1.636015e-01	1.638072e-01
0	nM24	100	0	2500	2	1	0.080	1.767878e-01	5.140232e-02	5.927915e-04	5.890433e-04	6.076539e-04
0	nM27	100	0	2500	2	1	0.320	-3.016188e-01	2.935128e-02	2.727732e-24	2.588972e-24	2.090444e-23
0	nM30	100	0	2500	2	1	0.040	-2.263896e-01	7.118761e-02	1.489856e-03	1.481712e-03	1.516432e-03
0	nM36	100	0	2500	2	1	0.060	-9.266098e-02	5.882912e-02	1.153630e-01	1.151811e-01	1.153980e-01
0	nM39	100	0	2500	2	1	0.060	-1.915764e-01	5.873338e-02	1.121980e-03	1.115552e-03	1.144336e-03
0	nM41	100	0	2500	2	1	0.140	-3.301040e-01	3.973903e-02	1.591269e-16	1.537259e-16	3.871665e-16
0	nM43	100	0	2500	2	1	0.100	1.534305e-01	4.649235e-02	9.800021e-04	9.742645e-04	1.000547e-03
0	nM48	100	0	2500	2	1	0.180	2.389223e-01	3.606807e-02	4.260353e-11	4.166650e-11	6.125544e-11
0	nM51	100	0	2500	2	1	0.020	3.305116e-01	9.962417e-02	9.210066e-04	9.155612e-04	9.407626e-04
0	nM55	100	0	2500	2	1	0.420	-7.604822e-02	2.828011e-02	7.211981e-03	7.183008e-03	7.272722e-03
0	nM57	100	0	2500	2	1	0.140	-1.038555e-01	4.023052e-02	9.893420e-03	9.856511e-03	9.962373e-03
0	nM59	100	0	2500	1	2	0.460	1.250590e-01	2.793420e-02	7.913020e-06	7.830781e-06	8.525155e-06
0	nM63	100	0	2500	2	1	0.180	1.383651e-01	3.627801e-02	1.400348e-04	1.389600e-04	1.455074e-04
0	nM69	100	0	2500	2	1	0.020	-2.199224e-01	9.974640e-02	2.755786e-02	2.748033e-02	2.764659e-02
0	nM78	100	0	2500	2	1	0.020	-1.874986e-01	9.977291e-02	6.032625e-02	6.019789e-02	6.040486e-02
0	nM81	100	0	2500	2	1	0.120	2.359487e-01	4.275472e-02	3.767932e-08	3.709549e-08	4.486698e-08
0	nM85	100	0	2500	2	1	0.020	2.415572e-01	9.972636e-02	1.549760e-02	1.544606e-02	1.557740e-02
0	nM89	100	0	2500	2	1	0.040	2.776379e-01	7.111495e-02	9.709172e-05	9.631305e-05	1.012835e-04
0	nM92	100	0	2500	1	2	0.440	-1.662993e-01	2.796237e-02	3.108400e-09	3.052810e-09	3.935468e-09
0	nM96	100	0	2500	2	1	0.020	-8.338249e-03	9.984327e-02	9.334500e-01	9.334168e-01	9.334235e-01
0	nM100	100	0	2500	1	2	0.080	6.369113e-02	5.150811e-02	2.163793e-01	2.161495e-01	2.163360e-01
0	nM105	100	0	2500	2	1	0.140	-2.530214e-01	3.996479e-02	2.876394e-10	2.818394e-10	3.894786e-10
0	nM108	100	0	2500	2	1	0.020	3.023865e-01	9.965993e-02	2.436722e-03	2.424511e-03	2.472070e-03
0	nM111	100	0	2500	1	2	0.040	-2.810268e-01	7.110962e-02	7.964349e-05	7.898989e-05	8.326568e-05
0	nM114	100	0	2500	2	1	0.500	1.067319e-01	2.787447e-02	1.318185e-04	1.307993e-04	1.370571e-04
0	nM117	100	0	2500	2	1	0.020	-3.237928e-01	9.963301e-02	1.169964e-03	1.163307e-03	1.192907e-03
0	nM120	100	0	2500	2	1	0.380	2.068431e-01	2.849891e-02	5.222656e-13	5.085775e-13	8.802947e-13
0	nM124	100	0	2500	2	1	0.020	2.133929e-01	9.975208e-02	3.251353e-02	3.242681e-02	3.260289e-02
0	nM129	100	0	2500	2	1	0.100	2.241268e-02	4.659143e-02	6.305250e-01	6.303539e-01	6.304040e-01
0	nM136	100	0	2500	2	1	0.040	-2.417639e-01	7.116737e-02	6.916587e-04	6.873849e-04	7.080993e-04
0	nM141	100	0	2500	2	1	0.200	-3.282709e-01	3.432240e-02	2.603962e-21	2.488340e-21	1.217237e-20
0	nM144	100	0	2500	2	1	0.300	2.270530e-01	3.016247e-02	7.168631e-14	6.967130e-14	1.310388e-13
0	nM150	100	0	2500	2	1	0.300	-3.084810e-01	2.987169e-02	1.645226e-24	1.560751e-24	1.311070e-23
